"","V1"
"pay",-5.19409588477777
"paying",0.943400416217794
"pc",1.14974548951037
"pcs",-3.02066704643118
"people",-0.697856262493689
"per",1.6529424178746
"perfect",24.0895974403712
"perfectly",16.3091898547606
"perfecto",0.609669685068018
"performance",11.1780448029579
"performed",0.360144090869604
"perhaps",-0.0853272738388461
"period",0.178690249357508
"periods",0.321521950355987
"person",19.0554607262469
"personal",3.64463829129278
"personally",0.439200043140543
"phablet",0.606947190711386
"phones",1.41491449085451
"photo",2.21794558327561
"photographer",0.0380929666523107
"photos",4.35208618433008
"physical",0.808820581749151
"pic",0.0413100018491658
"pick",-14.3310366321992
"pics",-2.22776157398597
"picture",3.90264823768265
"pictures",-2.26388990305105
"piece",-6.86103801154156
"pin",-5.66993885230507
"pink",1.01777038293533
"pixel",0.469997611467148
"place",6.53786912671378
"placed",3.32440073868699
"places",-0.356691228268816
"plan",-4.11534221448926
"planning",0.0129133097465001
"plastic",0.786168987054783
"platform",0.3421892771215
"play",3.72662278984745
"player",0.290847190408641
"players",0.00750970409357732
"playing",1.84336261553231
"plays",0.783858897512706
"please",1.36559995752818
"pleased",2.21784107794933
"plug",-0.944645376183342
"plugged",2.08470979606994
"plum",-0.384744569383272
"plus",-3.532841297088
"pocket",-6.63055670638743
"point",-2.95314870617018
"points",1
"policy",-0.44469514328909
"poor",-16.5375111687342
"pop",-1.32563383538534
"popped",2.37256540957408
"por",-14.5013714203498
"port",-1.23725866938061
"portrait",0.116278905278062
"ports",0.0380818082031316
"pos",-0.118024866463689
"posh",-0.690923963220261
"position",0.143613699311045
"positive",-0.285177216618071
"possible",3.06083923716321
"power",-2.13437654939762
"powered",-0.423096099405182
"powerfull",0.0134062618367164
"powering",0.000819649533064681
"pre",-3.54155639741093
"prefer",-2.15416490482535
"preferred",0.0866764933241492
"preinstalled",0.218648745805065
"preloaded",0.0847479574567968
"prepaid",-2.34601670029074
"present",5.88956203578448
"press",-0.447330323766631
"pressing",0.0222233848340403
"pretty",1.90942519979041
"previous",3.02478710834977
"previously",-0.116415754482753
"price",10.3315524183448
"priced",8.45808926685404
"primary",1.73678093384744
"prime",-0.46796231715472
"print",-0.177273612695243
"printed",-0.33461278432048
"pro",0.30315111009645
"probably",-5.88220850817034
"problem",-2.76262236539492
"problems",7.1924191532601
"process",3.08364181479663
"processes",0.140259694312467
"processing",-0.0786302349199394
"processor",-7.19615435291973
"product",2.39398053666337
"producto",24.7969741806771
"products",-5.31475734786022
"professional",-0.136417100425177
"promised",0.212851204047211
"properly",1.99102136334958
"pros",1.46083735129579
"protect",0.564365356199589
"protected",0.90551317052646
"protection",3.95065825917444
"protective",0.635804019277549
"protector",-2.3016869259602
"provide",-0.15735729869673
"provided",0.731447324702617
"provider",2.17575866146956
"providers",0.828612642097859
"provides",0.491526418536975
"published",0.107330772863945
"purchase",-3.05327097568774
"purchased",0.95514072574522
"purchasing",-0.648718266712449
"pure",1.12233906288437
"purposes",0.0436708607570619
"put",-3.96323555450274
"putting",-0.0260955071887109
"quality",6.97890026968222
"que",5.44454237652406
"questions",-0.734685310137346
"quick",18.5254758569487
"quickly",-3.29396587608427
"quit",0.297341692993901
"quite",1.29548084005586
"qwerty",-4.31496214082119
"radio",4.87322986027641
"raised",0.108221603571917
"ram",11.0839452394742
"random",4.55777318733031e-05
"randomly",0.182692440919584
"range",0.74547319469781
"rate",1.99044446161846
"rated",-0.824807482622867
"rather",-0.230624547274522
"rating",-1.72899472911727
"reach",0.106029530433412
"reaches",0.0137558712655004
"read",0.116429680654633
"reader",-0.266691380432511
"reading",-0.63157471763599
"reads",-0.0497583348582539
"ready",4.88118175297799
"real",4.20407984517862
"realize",0.646891957111226
"really",6.6357030686935
"rear",0.0208061609249847
"reason",-10.109614611908
"reasonable",0.937142137944485
"reasonably",-0.0491736355992219
"reasons",-1.12417208756765
"reboot",-0.208343881802542
"reccomend",-0.0778722709140576
"receive",-11.6589524451435
"received",-1.98912821465569
"receiving",-22.7563109095738
"recent",-0.0107152460065312
"recently",-0.560802845183267
"reception",-18.3066347019315
"recipient",0.254874845961676
"recomend",0.46619123146047
"recomendado",2.70106962359396
"recommend",1.69383927920881
"recommended",4.33360766301642
"recommending",1.41263642059077
"reconnect",-0.172545855963362
"red",-2.65898755289169
"refubrished",-2.7790838746695
"refund",-7.33251087731092
"refurbished",-11.6938632976555
"region",1.6625132032744
"register",1.72056702088329
"regret",5.09872975923558
"regular",-2.51075974169414
"relative",0.516597244214646
"release",-0.0565063317482696
"reliable",0.574961925392705
"remember",-0.459791397901347
"removable",4.07803916500278
"remove",0.321052351238613
"removed",5.7360227251905
"reo",0.548920605641043
"repair",-3.19952188163299
"repaired",-2.74313095190096
"replace",-3.79004866974729
"replaced",1.38646848698003
"replacement",2.15057414263285
"replacing",0.198953069515031
"reply",-0.757372314705435
"replying",-0.12126158760956
"reported",-0.408831376782474
"required",5.2174099041632
"requires",7.98472057230655
"research",7.36345193915648
"reset",0.320873611857688
"resistant",-0.118286059851081
"resolution",-0.223331415915208
"response",0.516243235392863
"responsive",2.48316128153225
"rest",1.28471276910134
"restart",3.01152685771384
"restarts",-0.215012295800509
"resus",-0.34696477759573
"return",-9.88143137709006
"returned",-23.1714088639866
"returning",-0.50885469415826
"review",5.04061440841925
"reviews",0.395126257610489
"rid",1.12165754459559
"right",2.81277628374294
"ringing",-0.0751326084624619
"rinones",-0.0956085289140011
"risk",-0.0443623854699479
"rm",0.141712328027655
"road",-0.511076681288161
"robin",0.646967363154506
"rom",0.733476338239095
"room",0.104376574745752
"root",-0.0198841654113114
"rooted",2.29906792487686
"rooting",1.79705708738755
"rounded",0.0248232219269128
"row",-0.0186122871199064
"run",-1.4572225190146
"running",12.2045591597153
"runs",7.91919688914275
"sad",0.782640227901856
"said",-9.04658266451727
"sale",-0.166810624437836
"same",3.0631243470912
"samsung",6.37936196246296
"satisfied",22.1148549788142
"save",0.925884429330794
"saved",2.92844801387638
"saving",3.3803913437822
"saw",2.81259213377642
"say",3.27061494834323
"saying",-0.126937314627496
"says",-17.1598606739553
"scanner",0.298797467498378
"scratch",-0.123712871038261
"scratches",-0.459632140192036
"screens",-0.397574825122289
"sd",5.14851182096751
"sealed",0.288756627691125
"second",1.71497709542246
"seconds",1.59279945610147
"security",3.78393591961854
"see",0.667422360713738
"seeing",-0.00258142655532643
"seem",-0.638807103567824
"seemed",1.00975689738823
"seems",-4.84345823143635
"seen",8.32707941451844
"self",-0.511612871881383
"seller",1.88066069103146
"send",-12.5393933347383
"sending",-5.8591229342209
"sensitive",0.0800640678141947
"sent",-1.12096985462727
"separate",-0.434192802932081
"serious",-0.204034735656698
"service",7.84764516796912
"services",-1.00360636527267
"servicio",-0.123095260625453
"set",-2.23023045038069
"setting",-4.64428248792756
"settings",5.40069638219238
"setup",8.42802789230081
"several",-3.19462562760862
"sgh",-0.122596955200124
"shame",-0.197527727557135
"shape",8.77580270169202
"sharp",1.82190018316049
"shattered",-1.24408031712254
"she",-2.47739967486344
"shes",0.0224239409499833
"shipped",0.0228518039547624
"shipping",16.686087668
"shop",5.88789448586064
"short",3.89889164231156
"should",-9.18905253889604
"show",-0.437584753523364
"showing",-0.295983558281495
"shows",0.403495907101578
"shut",-2.58989336915576
"shuts",-3.43129294077013
"shutting",-0.833860949560165
"side",1.51888357542138
"sides",-0.300098145257554
"signal",-7.51428231099097
"silicone",-0.313252657960421
"silver",-6.72036313226848
"sim",-0.951683672744475
"simcard",1.24496458346533
"similar",-0.0355135844612712
"simple",9.83905974703461
"simply",-1.65683665116239
"sims",-1.81148127283114
"sin",2.79268880674823
"since",5.05584123787438
"single",2.77942448812474
"sister",3.38200052393039
"site",0.186593389495009
"sites",-0.0888703159535225
"six",-8.79599210359347
"size",5.98420480238219
"sized",1.52998308973074
"skin",-1.05365028957988
"sleek",13.1077621397189
"slide",-0.221939392949592
"slight",0.248978708161578
"slightly",3.53890329738152
"slim",0.0307539256829825
"slot",3.76443432221557
"slow",-27.6134192420163
"slowing",0.153032486492533
"slowly",-0.357890075839006
"small",3.11098057140393
"smaller",-2.23525067437378
"smart",8.97953694892249
"smartphone",4.95216092300126
"smartphones",9.83552308219029
"smooth",6.91648006632322
"soft",-1.82854338494323
"software",2.62867429304112
"sold",-9.98433019485819
"solid",5.34488886760461
"solution",0.305988332069871
"solutions",0.149759502587118
"solve",0.713532757322096
"some",-0.641810183450948
"someone",-15.4547024525897
"something",-0.656263892695071
"sometime",0.831015157785675
"sometimes",-1.02109663377467
"somewhat",0.00205285417997025
"son",10.031674151408
"sons",1.13732978728812
"sony",-3.41597343849201
"soo",-0.163915958901539
"soon",4.94649337494521
"sorry",-0.544433210435993
"sound",-4.33776434389219
"sounds",-12.566293298822
"space",4.4380837249941
"spanish",-1.25938598202882
"speaker",-9.42568569062726
"speakers",4.11296756066557
"special",3.44623825092139
"specially",0.14455672545497
"specs",7.9490486807579
"speed",-3.74322347431745
"speeds",2.4672161295392
"spend",-2.34781193735677
"spent",-1.24355771031456
"spots",-0.38865948549898
"spotty",-3.24713114617518
"sprint",-1.20400216854078
"stable",-0.199343168199081
"stain",0.126134230512681
"stand",0.125185831798941
"standard",0.426572610132865
"standards",0.0515742476671561
"star",1.59173143419781
"stars",7.3926896080194
"start",1.04201424285202
"started",-10.0071393989835
"starting",0.066434402093855
"starts",0.540340785050118
"stated",-1.06230631086451
"states",0.912084860458048
"status",-0.0195794943631059
"stay",-2.61026195528475
"still",3.20607786804453
"stock",-0.350862377600951
"stop",-7.04918244435107
"stopped",-21.2977773246603
"storage",0.861169865455997
"store",6.12056432112413
"stores",0.523784974754912
"straight",21.3448849726192
"strenh",0.821300100859987
"strip",0.0328116838907533
"strong",0.329986929294317
"stuck",1.51853441505441
"studio",1.11022283856649
"stuff",12.5410730565755
"sturdy",1.9703261919521
"style",0.239849921293668
"sub",0.298944173629896
"successfully",-0.0717732549174093
"such",3.60837551422232
"sucks",-2.15514208018578
"suggest",0.775096127988801
"super",-2.05152441420929
"superb",1.14769904114171
"support",-0.497014529641487
"supported",0.0782961115007326
"suppose",-0.511415527520243
"supposed",1.42120451883924
"supreme",-0.12333771567596
"sure",4.12983596600433
"surface",0.255136790323304
"surprised",1.03094359300061
"swipe",0.617281045891264
"switch",2.11085904182755
"switched",0.213389617087437
"switching",0.0513585620956757
"symbian",-0.219984452577719
"sync",-0.883062699593591
"system",9.16000243678066
"tablet",1.7342204699642
"take",3.50068885780743
"taken",4.59335087420343
"takes",-1.31141044621296
"taking",2.69379534895095
"talk",-1.18979509053105
"talking",-0.991925130157096
"task",0.0633441291656741
"team",-0.109036532537551
"tech",4.15302636523579
"technical",0.084391016231913
"technically",0.591554794359287
"technology",4.50597366128617
"telephone",-3.05861422268219
"tell",-0.36232202613581
"tells",2.42481015142122
"tel̩fono",-0.528488488365105
"temperature",-0.566510407109317
"terrible",-2.29153143233578
"test",0.383581009704727
"text",-4.13025093171799
"texting",-8.5921549152172
"texts",3.20784809275715
"texture",-0.768712300645876
"than",3.97867701059485
"thank",26.1338797298313
"thanks",21.3913202525686
"thats",-0.726342294443018
"their",-2.56760591473167
"them",-0.351008611878985
"then",-6.90833589568286
"there",-4.59199315712519
"theres",-3.6244430447855
"these",-3.93423751125676
"they",9.76666841968581
"theyve",-0.371959295436646
"thin",9.67499653405697
"thing",13.2951790281352
"things",12.6725242654793
"think",0.840883973706598
"thinking",0.558159530279089
"third",1.15190530582041
"those",-1.46323885044709
"though",13.0406380805284
"thought",-6.96947541986833
"three",-4.60052439560668
"through",-4.62540734368507
"throw",-1.49765879759906
"thru",-0.0655199967588339
"thus",1.68707455730977
"tiene",-0.48273904682346
"till",0.354114612892352
"time",6.30187577494587
"timely",0.437707737561196
"times",-2.12720654795296
"titan",0.0434950270281409
"tmo",-0.0225684951713754
"tmobile",-3.00586538564268
"today",-13.3736238346515
"todo",0.507156369659664
"told",-9.1167925109241
"ton",0.181825296309479
"too",5.89456679661838
"took",8.72619450752537
"tool",0.706632605839604
"top",4.09545840884715
"total",-0.160615737454513
"totally",11.7502274480642
"touch",3.47868137570845
"touching",-0.365581683594562
"touchscreen",-1.94429304169643
"tracfone",3.054520821387
"tracking",0.021442343086901
"trae",0.23254354221248
"transaction",0.176296004575959
"transfer",0.0991644604655443
"transferred",0.546660261669525
"travel",8.61661280362874
"tray",-0.295603249249591
"tried",-10.0651544612546
"tries",-0.0283924860253166
"trip",7.19945011847456
"trouble",2.13953014039907
"truck",0.377653406021411
"true",4.66268767287807
"truly",5.86946212134801
"try",5.43601855096345
"tryed",4.34387989300233
"trying",-12.751595799198
"tube",0.108892157270188
"turn",-5.19287751466915
"turned",-8.76233806424905
"turns",6.72531667114191
"tv",2.43692749495035
"twice",0.895683222191399
"twitching",-0.0226898846803106
"two",2.03995315425488
"type",0.889519406131967
"typical",0.0158866875544664
"typing",3.16278260831324
"ui",-0.0602490202053484
"un",-0.989564019880998
"unable",-6.1921706047501
"unacceptable",-1.16693627506763
"under",-0.285337987124004
"understand",0.734465211774661
"unfortunate",0.24547955042082
"unfortunately",-18.2484348545815
"unit",5.00265730707519
"united",0.256196216762569
"unless",-0.00331085407699701
"unlike",-2.90104184875706
"unlock",-8.33002229011066
"unlocked",-8.41032709142758
"unresponsive",0.0481324553612981
"until",8.05210212674908
"unusable",-3.65271281073203
"up",2.11430564628592
"update",4.39892230545714
"updated",-1.44086186413388
"updates",0.945416003267645
"updating",1.6611839263069
"upgradable",-0.116773548026701
"upgrade",1.3039391061027
"upgraded",1.19324975430996
"upon",-0.265000360994587
"upset",-2.71910407154829
"ur",-1.64168741492111
"ura",0.136324632588309
"us",3.56532520667801
"usa",-11.3535345786675
"usable",-3.47338614111098
"usage",1.6651340001144
"usb",-8.59076329315133
"used",-7.41139906861004
"useful",14.5770856572446
"useless",-1.50043145837697
"user",5.51573565975449
"uses",0.197069310515807
"using",3.95972348779468
"usually",3.48810957904024
"value",9.60647518766764
"various",-2.35374774746635
"vendor",-5.39772343776715
"venezuela",-4.69601641015543
"ver",-0.243506571132532
"verified",-0.247038852059103
"verify",-0.12224115301314
"verizon",-4.74167791793424
"version",-1.4498160756727
"versions",0.141346911222093
"via",-3.54533172366425
"vibrate",-2.23839524907505
"vibration",0.345284165541612
"vibrator",-0.119614630619227
"video",3.4827785406471
"videos",4.32000239540607
"view",-1.60652621297173
"viewing",0.584592016870077
"virtual",0.071405331129013
"visible",0.034450807566519
"vivo",0.751769674631477
"vodozo",0.183878803589312
"voice",-2.75175498844287
"volume",0.201505024873123
"wait",3.05978925241178
"waited",-0.537304907317955
"wall",0.300446374738564
"wallet",-0.0424938362269128
"wallpapers",0.124231238557582
"want",0.298638264947351
"wanted",5.14048500263009
"wanting",5.86716668132321
"wants",2.57143324446079
"warehouse",0.700474799704173
"warned",-0.817956175838194
"warning",-0.317497035975528
"warranty",-2.23573149717091
"washinon",-0.619503328684471
"wasnt",-14.4441035727597
"waste",-22.7224381977666
"wasted",-0.259664542685694
"watch",-0.439551691517728
"watched",0.0159937675982088
"watching",0.370680102423776
"water",0.035296023091583
"way",6.48705852307216
"we",-2.64448161058258
"weak",-1.94426648861275
"wear",3.96939235478308
"web",1.35232966063599
"website",-0.682643394756524
"week",-10.2585904221939
"weeks",-0.608586813366709
"weight",1.49751156542659
"weird",1.40734601545429
"well",10.2184612619925
"went",-3.55952136282289
"were",3.61686003426938
"wet",0.292466461869029
"what",-0.329321142995685
"when",-2.06769000151262
"whenever",0.163493187747749
"where",-0.94988177566488
"whether",-1.19463689468754
"which",-0.707769579882489
"while",3.11749621509461
"white",-5.81820834074855
"whitout",-0.273422014432559
"who",7.11063774760827
"whole",3.07920141119764
"why",-2.62378929073071
"wi",0.76695407731933
"widget",-0.00840213919849389
"widgets",-0.0446836578338729
"wife",5.67422023923068
"wifi",-6.48791092671197
"will",-3.47159580055471
"win",3.80970610406855
"window",0.980366034486507
"windows",0.37813297474534
"wireless",-6.91341371464381
"wish",-11.4894018603269
"wishing",0.00101768616306497
"within",-6.12628672845537
"without",-2.09162744200414
"wonderfones",-1.37039230882403
"wonderful",5.95431319448099
"wondering",2.42914462175267
"wont",-2.04320629145647
"words",0.288871223840925
"work",-8.37591510399114
"worked",11.0533871885091
"working",-0.323696009208232
"world",0.268666314685625
"worry",4.6491648642417
"worse",-0.21483947450914
"worst",-22.9302989122949
"worth",3.98693913802015
"would",-1.11452992425427
"wouldnt",-17.6707286969108
"wow",1.81071826495427
"write",-0.495118118641202
"wrong",-1.57942153183791
"xiv",-0.0511830069846268
"xmas",0.0747099933424801
"xperia",-0.322005410702467
"xs",-0.0210131372626777
"year",-9.07281185406145
"years",6.63720679093661
"yellow",1.83391323738043
"yes",9.90438616333607
"yesterday",2.90018391388279
"yet",8.09944239733755
"youll",2.95116207554785
"your",-2.95544710052326
"youre",3.60257677007427
"youtube",-0.262422235685118
